bill_n,date,time,item,amount,unit_price,total,payment_type(cash/card),buyer_id,shop_id,purchase_cost,date_of_purchase
100006148,2016-08-26,17:33:42,"Sneakers type 2, Adidas",1,2117.61,2117.61,cash,,shop_7,1023,2016-08-30
100006149,2016-09-30,20:39:30,"Ball type 2, Nike",1,83.61999999999999,83.61999999999999,cash,,shop_2,37,2016-10-03
100006149,2016-09-30,20:39:30,"Shirt type 1, Nike",1,1700.784,1700.784,cash,,shop_2,837,2016-10-03
100006149,2016-09-30,20:39:30,"Socks type 2, Adidas",1,107.52,107.52,cash,,shop_2,56,2016-10-03
100006152,2016-03-17,10:38:23,"Hat type 2, Puma",1,380.16,380.16,card,,shop_8,220,2016-03-17
100006154,2017-02-17,16:26:02,"Shoes type 3, Nike",1,6650.368,6650.368,card,1235.0,shop_4,3352,2017-02-17
100006155,2018-01-04,15:37:44,"Cufflinks type 5, Nike",1,949.6480000000001,949.6480000000001,cash,,shop_8,427,2018-01-04
100006156,2018-09-19,19:52:42,"Cap type 1, Adidas",1,339.5,339.5,cash,,shop_4,175,2018-09-19
100006156,2018-09-19,19:52:42,"Top type 4, Adidas",2,217.21000000000004,434.4200000000001,cash,,shop_4,214,2018-09-19
100006156,2018-09-19,19:52:42,"Boots type 3, Reebok",1,6418.7328,6418.7328,cash,,shop_4,3394,2018-09-19
100006156,2018-09-19,19:52:42,"Belt type 1, Puma",1,310.184,310.184,cash,,shop_4,191,2018-09-19
100006157,2016-10-26,17:45:11,"T-shirt type 3, Puma",2,616.176,1232.352,cash,,shop_1,778,2016-10-31
100006158,2018-01-10,16:40:35,"Shoes type 4, Puma",1,3041.7760000000003,3041.7760000000003,cash,,shop_5,1802,2018-01-10
100006158,2018-01-10,16:40:35,"Belt type 4, Reebok",2,410.19160000000005,820.3832000000001,cash,,shop_5,472,2018-01-10
100006159,2018-07-02,15:21:07,"Cap type 2, Nike",2,487.49399999999997,974.9879999999999,cash,,shop_8,530,2018-07-02
100006160,2018-05-20,09:26:45,"Trousers type 5, Nike",1,2028.2880000000002,2028.2880000000002,cash,,shop_3,912,2018-05-20
100006161,2017-06-30,09:14:55,"Socks type 2, Adidas",1,107.52,107.52,card,,shop_3,56,2017-06-30
100006161,2017-06-30,09:14:55,"Sneakers type 1, Nike",1,3992.8920000000003,3992.8920000000003,card,,shop_3,1887,2017-06-30
100006162,2018-08-24,17:03:27,"Socks type 5, Nike",1,506.984,506.984,cash,,shop_4,254,2018-08-29
100006162,2018-08-24,17:03:27,"Hat type 2, Puma",1,380.16,380.16,cash,,shop_4,220,2018-08-29
100006162,2018-08-24,17:03:27,"Slippers type 3, Puma",2,368.0,736.0,cash,,shop_4,460,2018-08-29
100006162,2018-08-24,17:03:27,"Shirt type 4, Adidas",1,358.98,358.98,cash,,shop_4,186,2018-08-29
100006162,2018-08-24,17:03:27,"Shirt type 1, Nike",1,1513.69776,1513.69776,cash,,shop_4,837,2018-08-29
100006163,2018-03-08,20:45:05,"Hat type 6, Puma",1,387.6444,387.6444,cash,,shop_6,251,2018-03-08
100006164,2018-06-29,15:42:11,"T-shirt type 1, Adidas",1,459.90000000000003,459.90000000000003,card,763.0,shop_4,219,2018-06-29
100006165,2016-09-13,10:42:28,"Trousers type 10, Puma",1,1870.2,1870.2,cash,,shop_7,1039,2016-09-15
100006166,2018-06-09,20:24:13,"Hat type 2, Puma",1,380.16,380.16,card,,shop_9,220,2018-06-09
100006166,2018-06-09,20:24:13,"Shirt type 3, Adidas",1,747.7199999999999,747.7199999999999,card,,shop_9,372,2018-06-09
100006167,2016-08-10,10:04:46,"Cufflinks type 5, Reebok",2,210.24,420.48,cash,372.0,shop_1,292,2016-08-10
100006168,2018-09-19,09:57:11,"Shirt type 9, Nike",1,1699.0400000000002,1699.0400000000002,card,,shop_5,740,2018-09-19
100006168,2018-09-19,09:57:11,"Cufflinks type 2, Reebok",1,432.0,432.0,card,,shop_5,200,2018-09-19
100006168,2018-09-19,09:57:11,"T-shirt type 3, Nike",1,492.19999999999993,492.19999999999993,card,,shop_5,230,2018-09-19
100006169,2016-02-16,20:41:06,"Sneakers type 2, Reebok",1,1295.84,1295.84,cash,,shop_2,712,2016-02-19
100006169,2016-02-16,20:41:06,"T-shirt type 7, Reebok",1,466.752,466.752,cash,,shop_2,286,2016-02-19
100006169,2016-02-16,20:41:06,"Shirt type 9, Nike",2,1699.0400000000002,3398.0800000000004,cash,,shop_2,1480,2016-02-19
100006170,2017-05-18,09:55:23,"Trousers type 8, Puma",2,736.8430400000001,1473.6860800000002,cash,,shop_5,964,2017-05-20
100006172,2018-04-23,16:50:44,"Shoes type 2, Nike",2,3792.536,7585.072,card,,shop_4,3124,2018-04-27
100006172,2018-04-23,16:50:44,"Shirt type 3, Nike",1,1737.236,1737.236,card,,shop_4,821,2018-04-27
100006173,2017-02-15,16:38:39,"Trousers type 3, Puma",1,412.8,412.8,cash,,shop_5,258,2017-02-20
100006175,2016-05-23,10:24:43,"Slippers type 2, Nike",1,639.2992,639.2992,cash,,shop_8,332,2016-05-23
100006175,2016-05-23,10:24:43,"Cufflinks type 4, Nike",1,386.12,386.12,cash,,shop_8,197,2016-05-23
100006176,2016-12-08,13:11:13,"Sneakers type 6, Reebok",1,1966.9599999999998,1966.9599999999998,cash,,shop_9,1069,2016-12-08
100006178,2017-06-08,20:23:58,"T-shirt type 3, Puma",1,616.176,616.176,cash,,shop_7,389,2017-06-09
100006178,2017-06-08,20:23:58,"Cap type 1, Adidas",1,339.5,339.5,cash,,shop_7,175,2017-06-09
100006178,2017-06-08,20:23:58,"Trousers type 2, Nike",2,1251.81348,2503.62696,cash,,shop_7,1194,2017-06-09
100006178,2017-06-08,20:23:58,"Ball type 1, Puma",1,71.896,71.896,cash,,shop_7,43,2017-06-09
100006178,2017-06-08,20:23:58,"Sneakers type 3, Nike",1,2651.176,2651.176,cash,,shop_7,1282,2017-06-09
100006179,2016-05-28,12:18:21,"Socks type 4, Adidas",1,688.1999999999999,688.1999999999999,cash,,shop_3,370,2016-05-28
100006179,2016-05-28,12:18:21,"Trousers type 10, Puma",1,1870.2,1870.2,cash,,shop_3,1039,2016-05-28
100006179,2016-05-28,12:18:21,"Socks type 5, Nike",2,410.65704,821.31408,cash,,shop_3,508,2016-05-28
100006179,2016-05-28,12:18:21,"Boots type 6, Puma",1,2144.936,2144.936,cash,,shop_3,1361,2016-05-28
100006180,2017-12-16,13:23:35,"Trousers type 11, Puma",1,544.8240000000001,544.8240000000001,cash,,shop_1,329,2017-12-21
100006181,2016-08-29,11:53:53,"Socks type 4, Nike",1,289.788,289.788,cash,,shop_2,123,2016-09-02
100006181,2016-08-29,11:53:53,"Cufflinks type 2, Adidas",1,380.88,380.88,cash,,shop_2,207,2016-09-02
100006181,2016-08-29,11:53:53,"Trousers type 9, Puma",1,858.2800000000001,858.2800000000001,cash,,shop_2,499,2016-09-02
100006181,2016-08-29,11:53:53,"Socks type 6, Adidas",1,698.4,698.4,cash,,shop_2,388,2016-09-02
100006181,2016-08-29,11:53:53,"Boots type 4, Puma",1,5809.6,5809.6,cash,,shop_2,3631,2016-09-02
100006181,2016-08-29,11:53:53,"Trousers type 8, Nike",1,1563.2720000000002,1563.2720000000002,cash,,shop_2,743,2016-09-02
100006181,2016-08-29,11:53:53,"T-shirt type 5, Puma",1,245.49624,245.49624,cash,,shop_2,139,2016-09-02
100006182,2016-08-27,15:20:53,"T-shirt type 1, Adidas",1,459.90000000000003,459.90000000000003,card,,shop_3,219,2016-08-27
100006182,2016-08-27,15:20:53,"Cufflinks type 3, Nike",1,633.906,633.906,card,,shop_3,350,2016-08-27
100006183,2018-08-27,16:52:52,"Top type 2, Reebok",1,461.89000000000004,461.89000000000004,cash,,shop_2,247,2018-08-27
100006185,2016-01-08,17:06:02,"Trousers type 6, Puma",2,1241.952,2483.904,cash,,shop_7,1522,2016-01-12
100006186,2017-05-27,15:12:21,"T-shirt type 4, Reebok",2,334.09740000000005,668.1948000000001,card,70.0,shop_3,348,2017-06-01
100006186,2017-05-27,15:12:21,"Cufflinks type 1, Puma",1,195.97680000000003,195.97680000000003,card,70.0,shop_3,135,2017-06-01
100006187,2018-09-06,13:39:32,"Hat type 5, Puma",1,234.08,234.08,cash,154.0,shop_5,140,2018-09-06
100006188,2018-02-07,09:37:31,"Sneakers type 6, Puma",2,2577.472,5154.944,cash,,shop_2,3128,2018-02-07
100006188,2018-02-07,09:37:31,"Cufflinks type 3, Reebok",2,719.4399999999999,1438.8799999999999,cash,,shop_2,782,2018-02-07
100006188,2018-02-07,09:37:31,"Shirt type 11, Adidas",1,601.4,601.4,cash,,shop_2,310,2018-02-07
100006189,2018-09-03,20:49:45,"Shirt type 1, Nike",2,1700.784,3401.568,card,209.0,shop_2,1674,2018-09-04
100006190,2016-05-16,13:23:13,"Cufflinks type 3, Reebok",1,654.6904,654.6904,cash,,shop_7,391,2016-05-16
100006190,2016-05-16,13:23:13,"Sneakers type 3, Reebok",1,2059.78,2059.78,cash,,shop_7,1138,2016-05-16
100006190,2016-05-16,13:23:13,"Cufflinks type 6, Nike",1,615.048,615.048,cash,,shop_7,294,2016-05-16
100006190,2016-05-16,13:23:13,"Hat type 8, Reebok",1,409.64,409.64,cash,,shop_7,209,2016-05-16
100006191,2017-07-03,18:37:52,"Cufflinks type 3, Reebok",2,719.4399999999999,1438.8799999999999,cash,,shop_8,782,2017-07-04
100006191,2017-07-03,18:37:52,"Trousers type 8, Puma",1,759.6320000000001,759.6320000000001,cash,,shop_8,482,2017-07-04
100006191,2017-07-03,18:37:52,"Shirt type 7, Reebok",1,1310.26,1310.26,cash,,shop_8,686,2017-07-04
100006193,2017-05-07,10:30:44,"Trousers type 7, Nike",1,2644.03656,2644.03656,cash,23.0,shop_2,1299,2017-05-08
100006193,2017-05-07,10:30:44,"Trousers type 7, Nike",1,2670.744,2670.744,cash,23.0,shop_2,1299,2017-05-08
100006194,2017-12-12,17:04:30,"T-shirt type 4, Puma",1,297.344,297.344,card,,shop_3,184,2017-12-15
100006195,2017-11-07,19:36:32,"Sneakers type 1, Nike",1,3992.8920000000003,3992.8920000000003,card,,shop_6,1887,2017-11-08
100006195,2017-11-07,19:36:32,"Shirt type 12, Reebok",1,1174.7204000000002,1174.7204000000002,card,,shop_6,629,2017-11-08
100006197,2017-02-17,11:39:00,"Hat type 6, Puma",1,391.56,391.56,cash,,shop_7,251,2017-02-17
100006197,2017-02-17,11:39:00,"Shoes type 3, Adidas",1,3408.96,3408.96,cash,,shop_7,1608,2017-02-17
100006197,2017-02-17,11:39:00,"Trousers type 5, Nike",1,2028.2880000000002,2028.2880000000002,cash,,shop_7,912,2017-02-17
100006197,2017-02-17,11:39:00,"Trousers type 2, Puma",1,1043.1200000000001,1043.1200000000001,cash,,shop_7,590,2017-02-17
100006197,2017-02-17,11:39:00,"T-shirt type 4, Reebok",1,367.14000000000004,367.14000000000004,cash,,shop_7,174,2017-02-17
100006198,2016-05-04,09:17:04,"Cufflinks type 4, Nike",2,386.12,772.24,cash,,shop_9,394,2016-05-04
100006198,2016-05-04,09:17:04,"Shirt type 12, Reebok",2,1276.8700000000001,2553.7400000000002,cash,,shop_9,1258,2016-05-04
100006199,2018-01-08,20:18:45,"T-shirt type 2, Reebok",1,385.2,385.2,cash,,shop_2,214,2018-01-08
100006199,2018-01-08,20:18:45,"Belt type 3, Adidas",1,325.206,325.206,cash,,shop_2,203,2018-01-08
100006199,2018-01-08,20:18:45,"Slippers type 2, Adidas",2,698.92,1397.84,cash,,shop_2,692,2018-01-08
100006199,2018-01-08,20:18:45,"Shirt type 9, Adidas",1,1709.3524,1709.3524,cash,,shop_2,838,2018-01-08
100006200,2017-10-20,12:58:53,"Cufflinks type 6, Nike",1,615.048,615.048,card,,shop_4,294,2017-10-22
100006201,2016-05-03,18:40:20,"Boots type 5, Puma",1,2273.648,2273.648,cash,,shop_4,1286,2016-05-03
100006201,2016-05-03,18:40:20,"Trousers type 9, Puma",1,712.3724000000001,712.3724000000001,cash,,shop_4,499,2016-05-03
100006201,2016-05-03,18:40:20,"Slippers type 3, Reebok",1,481.14,481.14,cash,,shop_4,243,2016-05-03
100006201,2016-05-03,18:40:20,"Socks type 4, Reebok",1,789.93,789.93,cash,,shop_4,393,2016-05-03
100006202,2018-01-30,17:42:10,"Top type 3, Reebok",1,548.9861999999999,548.9861999999999,cash,,shop_1,263,2018-02-03
100006203,2016-01-17,12:44:37,"Shirt type 9, Puma",1,669.8000000000001,669.8000000000001,card,1268.0,shop_9,425,2016-01-17
100006207,2016-05-29,17:58:55,"Belt type 2, Adidas",1,325.95,325.95,cash,318.0,shop_2,159,2016-05-29
100006207,2016-05-29,17:58:55,"Socks type 2, Reebok",1,415.8,415.8,cash,318.0,shop_2,210,2016-05-29
100006209,2018-06-21,14:09:51,"Top type 1, Nike",1,339.15999999999997,339.15999999999997,cash,900.0,shop_2,139,2018-06-22
100006210,2018-07-19,16:21:19,"Sneakers type 1, Nike",1,3992.8920000000003,3992.8920000000003,cash,,shop_4,1887,2018-07-20
100006211,2017-01-04,09:44:05,"Cufflinks type 5, Puma",1,218.2656,218.2656,cash,,shop_5,140,2017-01-04
100006211,2017-01-04,09:44:05,"Cufflinks type 5, Nike",1,949.6480000000001,949.6480000000001,cash,,shop_5,427,2017-01-04
100006212,2018-08-25,19:15:19,"Socks type 1, Puma",1,215.496,215.496,card,,shop_4,123,2018-08-28
100006212,2018-08-25,19:15:19,"Trousers type 1, Reebok",1,2099.3399999999997,2099.3399999999997,card,,shop_4,981,2018-08-28
100006212,2018-08-25,19:15:19,"Trousers type 5, Puma",2,2041.85776,4083.71552,card,,shop_4,2414,2018-08-28
100006213,2016-01-12,10:00:26,"Trousers type 7, Puma",1,472.58736000000005,472.58736000000005,card,,shop_2,283,2016-01-17
100006214,2018-05-03,13:40:22,"Shirt type 10, Nike",1,397.46,397.46,cash,958.0,shop_2,167,2018-05-03
100006215,2016-02-04,10:48:39,"Trousers type 1, Reebok",1,2099.3399999999997,2099.3399999999997,card,1124.0,shop_4,981,2016-02-04
100006215,2016-02-04,10:48:39,"Trousers type 5, Nike",2,1683.4790400000002,3366.9580800000003,card,1124.0,shop_4,1824,2016-02-04
100006215,2016-02-04,10:48:39,"Shoes type 2, Puma",2,3234.944,6469.888,card,1124.0,shop_4,4064,2016-02-04
100006216,2016-03-28,17:33:35,"Cap type 1, Nike",1,455.168,455.168,cash,,shop_8,224,2016-03-28
100006218,2017-08-28,13:54:09,"Sneakers type 4, Nike",1,1782.4279999999999,1782.4279999999999,card,382.0,shop_2,893,2017-08-28
100006218,2017-08-28,13:54:09,"Sneakers type 1, Puma",1,2891.328,2891.328,card,382.0,shop_2,1628,2017-08-28
100006218,2017-08-28,13:54:09,"Hat type 8, Reebok",1,331.8084,331.8084,card,382.0,shop_2,209,2017-08-28
100006220,2016-04-07,20:06:00,"Cufflinks type 3, Reebok",1,597.1351999999999,597.1351999999999,cash,,shop_1,391,2016-04-08
100006221,2016-11-13,17:12:07,"Boots type 1, Puma",1,6316.816000000001,6316.816000000001,cash,,shop_8,3778,2016-11-15
100006221,2016-11-13,17:12:07,"Trousers type 10, Puma",1,1832.796,1832.796,cash,,shop_8,1039,2016-11-15
100006222,2016-08-23,11:56:38,"Top type 4, Adidas",1,191.14480000000003,191.14480000000003,cash,,shop_7,107,2016-08-23
100006223,2017-10-01,13:23:53,"Socks type 5, Reebok",1,227.54999999999998,227.54999999999998,card,,shop_9,111,2017-10-02
100006223,2017-10-01,13:23:53,"Shirt type 2, Puma",1,853.6320000000001,853.6320000000001,card,,shop_9,494,2017-10-02
100006223,2017-10-01,13:23:53,"Belt type 4, Nike",1,509.80752000000007,509.80752000000007,card,,shop_9,283,2017-10-02
100006223,2017-10-01,13:23:53,"Cufflinks type 6, Adidas",2,356.84999999999997,713.6999999999999,card,,shop_9,366,2017-10-02
100006226,2016-02-24,13:21:59,"Hat type 5, Nike",2,454.336,908.672,cash,,shop_1,458,2016-02-25
100006226,2016-02-24,13:21:59,"Trousers type 2, Reebok",1,335.49000000000007,335.49000000000007,cash,,shop_1,159,2016-02-25
100006226,2016-02-24,13:21:59,"Cufflinks type 7, Puma",1,196.0,196.0,cash,,shop_1,125,2016-02-25
100006228,2016-09-10,15:17:20,"Trousers type 9, Reebok",1,608.16,608.16,card,905.0,shop_9,336,2016-09-10
100006228,2016-09-10,15:17:20,"Belt type 1, Nike",1,272.16288000000003,272.16288000000003,card,905.0,shop_9,121,2016-09-10
100006229,2016-11-12,17:40:26,"Top type 1, Nike",1,288.28599999999994,288.28599999999994,cash,,shop_5,139,2016-11-12
100006229,2016-11-12,17:40:26,"Belt type 2, Reebok",1,396.8910000000001,396.8910000000001,cash,,shop_5,209,2016-11-12
100006230,2016-01-16,14:12:39,"T-shirt type 4, Reebok",1,367.14000000000004,367.14000000000004,cash,,shop_1,174,2016-01-20
100006231,2016-05-29,16:51:05,"Hat type 2, Adidas",1,278.79999999999995,278.79999999999995,cash,,shop_6,136,2016-05-30
100006231,2016-05-29,16:51:05,"Belt type 4, Puma",1,430.944,430.944,cash,,shop_6,268,2016-05-30
100006233,2016-04-10,20:18:03,"Shirt type 2, Adidas",1,1007.4,1007.4,card,,shop_2,460,2016-04-10
100006234,2017-12-31,14:36:43,"Shirt type 9, Nike",1,1699.0400000000002,1699.0400000000002,cash,,shop_1,740,2018-01-02
100006234,2017-12-31,14:36:43,"Trousers type 12, Reebok",1,542.8199999999999,542.8199999999999,cash,,shop_1,249,2018-01-02
100006235,2016-10-29,18:44:22,"Trousers type 2, Nike",1,1406.532,1406.532,cash,,shop_8,597,2016-10-31
100006235,2016-10-29,18:44:22,"Hat type 2, Reebok",1,321.64,321.64,cash,,shop_8,176,2016-10-31
100006236,2018-05-26,10:23:45,"Trousers type 7, Nike",2,2670.744,5341.488,card,,shop_7,2598,2018-05-26
100006236,2018-05-26,10:23:45,"Shirt type 11, Adidas",1,601.4,601.4,card,,shop_7,310,2018-05-26
100006236,2018-05-26,10:23:45,"Belt type 4, Nike",2,629.392,1258.784,card,,shop_7,566,2018-05-26
100006237,2016-05-12,10:53:45,"Shirt type 1, Nike",1,1700.784,1700.784,cash,54.0,shop_5,837,2016-05-12
100006239,2016-12-03,14:59:37,"Trousers type 1, Reebok",2,1952.3861999999997,3904.7723999999994,card,633.0,shop_2,1962,2016-12-06
100006239,2016-12-03,14:59:37,"Trousers type 8, Adidas",1,2127.06,2127.06,card,633.0,shop_2,1053,2016-12-06
100006239,2016-12-03,14:59:37,"Shirt type 3, Reebok",1,516.6,516.6,card,633.0,shop_2,246,2016-12-06
100006240,2017-04-10,15:21:51,"Sneakers type 5, Nike",1,2494.0080000000003,2494.0080000000003,cash,,shop_8,1206,2017-04-12
100006241,2017-11-26,17:56:44,"Shirt type 3, Nike",1,1737.236,1737.236,cash,,shop_6,821,2017-11-26
100006243,2016-02-17,11:16:55,"Belt type 1, Nike",2,274.91200000000003,549.8240000000001,card,,shop_8,242,2016-02-17
100006244,2018-07-08,14:24:31,"Shirt type 9, Nike",1,1699.0400000000002,1699.0400000000002,cash,,shop_8,740,2018-07-10
100006244,2018-07-08,14:24:31,"Boots type 2, Adidas",1,5698.098,5698.098,cash,,shop_8,3309,2018-07-10
100006245,2017-10-18,19:01:26,"Sneakers type 1, Adidas",1,3338.6800000000003,3338.6800000000003,cash,,shop_3,1748,2017-10-18
100006245,2017-10-18,19:01:26,"Sneakers type 2, Adidas",1,2117.61,2117.61,cash,,shop_3,1023,2017-10-18
100006246,2016-07-28,14:11:21,"Slippers type 2, Nike",1,770.2400000000001,770.2400000000001,cash,,shop_5,332,2016-07-29
100006247,2016-07-26,17:29:19,"Sneakers type 6, Nike",2,4692.12,9384.24,card,,shop_4,3846,2016-07-26
100006247,2016-07-26,17:29:19,"Socks type 5, Reebok",1,227.54999999999998,227.54999999999998,card,,shop_4,111,2016-07-26
100006248,2017-06-08,15:41:47,"Shirt type 7, Adidas",1,1550.25,1550.25,card,156.0,shop_7,795,2017-06-10
100006248,2017-06-08,15:41:47,"Belt type 3, Reebok",1,714.4200000000001,714.4200000000001,card,156.0,shop_7,378,2017-06-10
100006248,2017-06-08,15:41:47,"Trousers type 2, Reebok",1,275.1018000000001,275.1018000000001,card,156.0,shop_7,159,2017-06-10
100006248,2017-06-08,15:41:47,"Hat type 6, Nike",1,510.02400000000006,510.02400000000006,card,156.0,shop_7,237,2017-06-10
100006248,2017-06-08,15:41:47,"T-shirt type 1, Nike",2,452.2,904.4,card,156.0,shop_7,380,2017-06-10
100006248,2017-06-08,15:41:47,"Shoes type 3, Reebok",1,2500.2000000000003,2500.2000000000003,card,156.0,shop_7,1389,2017-06-10
100006249,2016-11-03,10:31:11,"Trousers type 3, Reebok",2,1665.8729999999998,3331.7459999999996,card,,shop_2,1738,2016-11-03
100006250,2016-10-27,12:27:19,"Cufflinks type 4, Adidas",1,1069.81,1069.81,cash,,shop_9,493,2016-10-30
100006250,2016-10-27,12:27:19,"Hat type 6, Nike",1,510.02400000000006,510.02400000000006,cash,,shop_9,237,2016-10-30
100006251,2017-08-14,18:18:46,"Trousers type 10, Nike",2,1158.616,2317.232,cash,83.0,shop_7,1154,2017-08-14
100006251,2017-08-14,18:18:46,"Top type 3, Adidas",1,131.34750000000003,131.34750000000003,cash,83.0,shop_7,75,2017-08-14
100006252,2016-06-05,20:00:43,"Slippers type 2, Adidas",1,698.92,698.92,cash,,shop_3,346,2016-06-05
100006254,2017-01-30,15:25:56,"Socks type 7, Adidas",1,797.0400000000001,797.0400000000001,cash,,shop_2,369,2017-01-30
100006255,2017-09-04,12:24:30,"Trousers type 12, Adidas",2,974.4599999999999,1948.9199999999998,card,,shop_5,894,2017-09-09
100006258,2016-07-30,20:29:44,"Shoes type 1, Puma",1,3787.0800000000004,3787.0800000000004,cash,,shop_8,2265,2016-08-04
100006258,2016-07-30,20:29:44,"Cufflinks type 5, Nike",1,949.6480000000001,949.6480000000001,cash,,shop_8,427,2016-08-04
100006258,2016-07-30,20:29:44,"Trousers type 12, Nike",1,1640.3119999999997,1640.3119999999997,cash,,shop_8,758,2016-08-04
100006259,2016-11-26,19:58:38,"Cufflinks type 3, Reebok",1,719.4399999999999,719.4399999999999,card,,shop_9,391,2016-11-28
100006259,2016-11-26,19:58:38,"Shirt type 5, Adidas",1,1175.3552,1175.3552,card,,shop_9,779,2016-11-28
100006260,2016-03-15,18:23:44,"Shirt type 11, Puma",2,639.2064,1278.4128,cash,,shop_3,820,2016-03-20
100006260,2016-03-15,18:23:44,"Top type 1, Puma",1,357.6664,357.6664,cash,,shop_3,238,2016-03-20
100006261,2018-04-29,17:08:06,"Cufflinks type 5, Puma",1,220.77439999999999,220.77439999999999,card,,shop_8,140,2018-05-03
100006261,2018-04-29,17:08:06,"Sneakers type 2, Nike",1,4283.0912,4283.0912,card,,shop_8,1964,2018-05-03
100006261,2018-04-29,17:08:06,"Boots type 4, Reebok",1,7089.489,7089.489,card,,shop_8,3769,2018-05-03
100006263,2016-11-25,10:33:03,"Shirt type 4, Adidas",1,323.08200000000005,323.08200000000005,cash,,shop_5,186,2016-11-28
100006264,2018-08-06,19:44:53,"Top type 1, Reebok",1,189.2,189.2,cash,,shop_5,88,2018-08-06
100006264,2018-08-06,19:44:53,"Trousers type 6, Puma",1,1241.952,1241.952,cash,,shop_5,761,2018-08-06
100006265,2017-05-10,13:15:41,"Trousers type 11, Adidas",1,1697.28,1697.28,cash,442.0,shop_5,884,2017-05-12
100006267,2018-01-26,19:04:51,"Trousers type 2, Puma",1,1043.1200000000001,1043.1200000000001,cash,,shop_8,590,2018-01-26
100006267,2018-01-26,19:04:51,"Hat type 5, Puma",1,210.67200000000003,210.67200000000003,cash,,shop_8,140,2018-01-26
100006267,2018-01-26,19:04:51,"Ball type 1, Reebok",1,92.80259999999998,92.80259999999998,cash,,shop_8,43,2018-01-26
100006268,2017-06-18,11:43:42,"Trousers type 6, Reebok",1,1323.96,1323.96,card,,shop_3,649,2017-06-21
100006268,2017-06-18,11:43:42,"Belt type 2, Adidas",1,325.95,325.95,card,,shop_3,159,2017-06-21
100006269,2018-03-08,09:37:01,"Cufflinks type 5, Nike",1,949.6480000000001,949.6480000000001,cash,1092.0,shop_4,427,2018-03-08
100006271,2016-12-09,19:07:39,"T-shirt type 2, Nike",1,379.39968000000005,379.39968000000005,cash,22.0,shop_4,216,2016-12-11
100006272,2017-03-07,14:18:12,"Shoes type 2, Nike",1,3792.536,3792.536,cash,289.0,shop_5,1562,2017-03-07
100006275,2018-03-11,20:14:45,"Hat type 5, Adidas",1,322.74,322.74,card,147.0,shop_4,163,2018-03-11
100006275,2018-03-11,20:14:45,"Shirt type 9, Reebok",1,546.0,546.0,card,147.0,shop_4,273,2018-03-11
100006276,2016-05-09,17:52:19,"Shoes type 3, Adidas",1,3374.8704,3374.8704,card,,shop_8,1608,2016-05-09
100006276,2016-05-09,17:52:19,"Slippers type 1, Puma",1,294.84000000000003,294.84000000000003,card,,shop_8,189,2016-05-09
100006279,2017-04-24,20:50:41,"T-shirt type 4, Puma",1,279.50336,279.50336,cash,,shop_3,184,2017-04-24
100006281,2017-02-19,18:16:42,"Socks type 4, Nike",1,252.11556000000002,252.11556000000002,card,12.0,shop_8,123,2017-02-19
100006284,2017-06-24,19:15:45,"Boots type 1, Nike",1,6055.728,6055.728,cash,607.0,shop_1,2814,2017-06-25
100006284,2017-06-24,19:15:45,"Boots type 2, Adidas",1,6783.45,6783.45,cash,607.0,shop_1,3309,2017-06-25
100006285,2016-08-13,10:50:32,"Hat type 4, Puma",1,423.68800000000005,423.68800000000005,cash,,shop_1,251,2016-08-13
100006286,2018-05-10,17:24:09,"Trousers type 8, Puma",2,759.6320000000001,1519.2640000000001,card,1141.0,shop_3,964,2018-05-12
100006287,2016-09-22,12:00:36,"Shirt type 3, Reebok",2,516.6,1033.2,card,,shop_9,492,2016-09-22
100006287,2016-09-22,12:00:36,"Boots type 6, Nike",1,4648.06608,4648.06608,card,,shop_9,2279,2016-09-22
100006287,2016-09-22,12:00:36,"Boots type 2, Puma",1,1927.0720000000001,1927.0720000000001,card,,shop_9,1229,2016-09-22
100006288,2018-03-01,17:03:22,"Trousers type 9, Adidas",1,428.45,428.45,card,598.0,shop_3,205,2018-03-03
100006289,2016-11-16,19:02:18,"Trousers type 8, Nike",1,1563.2720000000002,1563.2720000000002,card,,shop_7,743,2016-11-18
100006290,2017-08-17,11:13:12,"Shirt type 11, Puma",1,734.72,734.72,cash,,shop_3,410,2017-08-22
100006291,2016-09-03,18:29:36,"Shoes type 1, Nike",1,3176.892,3176.892,cash,,shop_4,1611,2016-09-07
100006291,2016-09-03,18:29:36,"T-shirt type 1, Adidas",1,459.90000000000003,459.90000000000003,cash,,shop_4,219,2016-09-07
100006291,2016-09-03,18:29:36,"Belt type 3, Reebok",1,650.1222000000001,650.1222000000001,cash,,shop_4,378,2016-09-07
100006291,2016-09-03,18:29:36,"Boots type 3, Puma",1,4924.416,4924.416,cash,,shop_4,2748,2016-09-07
100006291,2016-09-03,18:29:36,"Trousers type 5, Puma",1,2105.0080000000003,2105.0080000000003,cash,,shop_4,1207,2016-09-07
100006291,2016-09-03,18:29:36,"Slippers type 1, Nike",1,371.68,371.68,cash,,shop_4,184,2016-09-07
100006291,2016-09-03,18:29:36,"Socks type 4, Nike",1,289.788,289.788,cash,,shop_4,123,2016-09-07
100006291,2016-09-03,18:29:36,"Sneakers type 3, Nike",1,2651.176,2651.176,cash,,shop_4,1282,2016-09-07
100006291,2016-09-03,18:29:36,"Hat type 7, Nike",1,452.60800000000006,452.60800000000006,cash,,shop_4,208,2016-09-07
